VisitCode,Amount
XA-1128636,1450
XA-1156079,2200
XA-1193674,1990
XA-1121240,3240
XA-1248547,359
XA-1134110,250
XA-1208751,690
XA-1156361,50
XA-1139304,370
XA-1235708,1059
XA-1228506,1019
XA-1153241,1360
XA-1169609,2125
XA-1143159,250
XA-1265152,1639
XA-1228442,150
XA-1131673,150
XA-1228270,799
XA-1190429,1660
XA-1235399,299
XA-1173232,511
XA-1114961,3260
XA-1261981,0
XA-1240946,459
XA-1118929,1630
XA-1169310,0
XA-1172742,550
XA-1237513,150
XA-1187625,450
XA-1189953,2808
XA-1116976,2290
XA-1252251,1199
XA-1156223,2370
XA-1140007,1780
XA-1234209,150
XA-1191737,600
XA-1233852,1779
XA-1119351,1045
XA-1162091,2535
XA-1175654,250
XA-1131479,908
XA-1267393,359
XA-1218647,1650
XA-1222885,1019
XA-1131524,3468
XA-1111155,2470
XA-1251503,1229
XA-1166464,665
XA-1155642,820
XA-1166503,800
XA-1128216,786
XA-1158686,150
XA-1237882,929
XA-1237670,899
XA-1192145,1060
XA-1207778,400
XA-1125383,710
XA-1248312,359
XA-1207085,2200
XA-1145482,250
XA-1247989,909
XA-1173219,1150
XA-1113197,1750
XA-1125892,4715
XA-1140987,2060
XA-1199948,1170
XA-1148942,2265
XA-1162066,3350
XA-1268265,50
XA-1153153,310
XA-1149811,240
XA-1153176,0
XA-1151675,240
XA-1162186,900
XA-1113105,350
XA-1256541,0
XA-1156458,250
XA-1139280,490
XA-1139320,250
XA-1248171,1109
XA-1117269,3680
XA-1117500,1210
XA-1156335,1840
XA-1217010,150
XA-1230714,0
XA-1166832,1765
XA-1119447,2280
XA-1221394,2400
XA-1233681,690
XA-1249630,629
XA-1107097,1970
XA-1131712,2200
XA-1131564,490
XA-1265689,2969
XA-1167639,1707
XA-1240825,1500
XA-1199915,2200
XA-1222802,0
XA-1259109,900
XA-1252078,2014
XA-1104838,550
XA-1167817,2100
XA-1121200,1810
XA-1230417,150
XA-1232343,1149
XA-1137075,2180
XA-1151528,3480
XA-1118839,1785
XA-1179461,500
XA-1115372,1270
XA-1109162,500
XA-1189358,250
XA-1113264,610
XA-1218388,810
XA-1233854,299
XA-1152744,596
XA-1268398,2679
XA-1236188,0
XA-1196407,250
XA-1185961,2950
XA-1236083,1199
XA-1117420,2200
XA-1256667,1259
XA-1107896,3330
XA-1166488,850
XA-1110918,1390
XA-1143117,750
XA-1126062,1150
XA-1112448,3250
XA-1233864,1459
XA-1118883,2380
XA-1267628,1136
XA-1232186,299
XA-1175215,1330
XA-1166496,250
XA-1118893,600
XA-1141076,450
XA-1228505,6940
XA-1125954,710
XA-1265019,50
XA-1268557,2207
XA-1248502,600
XA-1125917,6510
XA-1176476,250
XA-1149411,370
XA-1236338,677
XA-1198453,1210
XA-1217903,2418
XA-1193666,2591
XA-1145855,1215
XA-1190151,1750
XA-1219770,980
XA-1107080,3550
XA-1142799,1070
XA-1112522,1240
XA-1169534,850
XA-1195900,1150
XA-1118938,2265
XA-1184724,711
XA-1151646,2315
XA-1107893,140
XA-1256588,3929
XA-1183263,490
XA-1157973,250
XA-1133066,750
XA-1152951,1750
XA-1166870,775
XA-1252052,0
XA-1256155,299
XA-1243159,299
XA-1195942,1480
XA-1179533,1750
XA-1233988,0
XA-1149047,1270
XA-1125489,400
XA-1252071,150
XA-1145949,1660
XA-1185188,710
XA-1173090,1130
XA-1140412,50
XA-1228688,2830
XA-1198738,250
XA-1218263,3430
XA-1143287,760
XA-1121442,1600
XA-1191923,3020
XA-1208485,1850
XA-1180630,1750
XA-1196256,310
XA-1149228,370
XA-1190493,250
XA-1187363,1426
XA-1145498,180
XA-1227426,919
XA-1144992,3370
XA-1248479,250
XA-1114416,920
XA-1198656,770
XA-1181007,700
XA-1115047,0
XA-1198643,490
XA-1117425,1610
XA-1126125,3450
XA-1172470,150
XA-1158664,474
XA-1175218,640
XA-1196302,3100
XA-1172466,900
XA-1191730,2390
XA-1166959,935
XA-1153142,0
XA-1238562,744
XA-1121518,430
XA-1120960,2500
XA-1256757,399
XA-1226314,649
XA-1216786,150
XA-1131225,2260
XA-1205813,2140
XA-1160123,250
XA-1195097,1020
XA-1175763,1220
XA-1256094,500
XA-1222844,909
XA-1119031,2790
XA-1232584,1669
XA-1261862,959
XA-1133059,1510
XA-1185279,1530
XA-1184624,150
XA-1158224,250
XA-1142920,990
XA-1187476,1850
XA-1262943,2919
XA-1267631,1889
XA-1121551,420
XA-1190371,0
XA-1139953,865
XA-1225443,759
XA-1166491,450
XA-1149467,1650
XA-1152933,1310
XA-1131631,650
XA-1265165,1159
XA-1189030,2440
XA-1235630,400
XA-1222823,779
XA-1121047,250
XA-1156274,250
XA-1153115,1532
XA-1143232,250
XA-1230438,2389
XA-1158303,1150
XA-1131533,1400
XA-1265049,2089
XA-1141072,250
XA-1133135,2310
XA-1110239,250
XA-1230639,539
XA-1198509,1850
XA-1190519,1950
XA-1156303,1040
XA-1159951,2490
XA-1196579,1595
XA-1196114,1240
XA-1268465,829
XA-1112392,1170
XA-1156364,50
XA-1228090,3649
XA-1265305,1150
XA-1223070,759
XA-1243098,0
XA-1189157,1480
XA-1149431,710
XA-1218591,1370
XA-1161943,1740
XA-1145487,5000
XA-1168028,490
XA-1192092,450
XA-1232612,699
XA-1131749,690
XA-1152637,3385
XA-1152639,700
XA-1267961,0
XA-1165330,250
XA-1133613,500
XA-1139472,2020
XA-1106612,500
XA-1167626,0
XA-1250317,299
XA-1267646,150
XA-1265765,150
XA-1158432,1735
XA-1131229,1810
XA-1131359,710
XA-1225128,1839
XA-1107151,150
XA-1208937,1460
XA-1131688,1190
XA-1143647,1030
XA-1252755,3164
XA-1173202,350
XA-1110310,650
XA-1140107,250
XA-1169265,1125
XA-1242846,2559
XA-1157911,2185
XA-1191972,2200
XA-1141078,2065
XA-1106608,2020
XA-1117130,160
XA-1169642,2110
XA-1158539,1520
XA-1151694,50
XA-1208889,1210
XA-1153245,1915
XA-1143453,280
XA-1259275,1584
XA-1125476,2700
XA-1175145,1290
XA-1105044,850
XA-1148869,2365
XA-1266875,50
XA-1199113,1435
XA-1241174,539
XA-1222864,0
XA-1267124,400
XA-1248517,1799
XA-1228543,2294
XA-1198779,1900
XA-1155602,2175
XA-1198972,770
XA-1248429,557
XA-1199904,910
XA-1222951,1154
XA-1234296,50
XA-1268389,1699
XA-1115772,1315
XA-1166509,1720
XA-1234134,2429
XA-1143050,1050
XA-1221516,1150
XA-1235905,599
XA-1110971,50
XA-1111173,700
XA-1152141,970
XA-1251501,1559
XA-1106784,760
XA-1228773,1500
XA-1256986,439
XA-1126473,150
XA-1106760,1000
XA-1193669,2795
XA-1162009,0
XA-1216646,250
XA-1149127,1200
XA-1119454,2270
XA-1243030,714
XA-1193409,1390
XA-1233701,350
XA-1256881,0
XA-1111261,150
XA-1189317,1940
XA-1190219,500
XA-1237272,150
XA-1231847,2899
XA-1185752,600
XA-1180752,250
XA-1208571,250
XA-1228659,0
XA-1166539,2122
XA-1202316,250
XA-1190137,2750
XA-1226346,50
XA-1198544,250
XA-1152430,2890
XA-1230636,0
XA-1104875,995
XA-1202370,0
XA-1133032,3220
XA-1105019,850
XA-1265453,0
XA-1155677,1900
XA-1166476,1050
XA-1152030,2190
XA-1126100,750
XA-1252517,1479
XA-1207399,3688
XA-1248440,299
XA-1158097,700
XA-1128610,1988
XA-1235853,0
XA-1251963,2714
XA-1152752,250
XA-1131221,2390
XA-1141138,250
XA-1119626,1500
XA-1125460,490
XA-1143420,810
XA-1160217,1000
XA-1218679,870
XA-1115746,240
XA-1140951,1390
XA-1149517,600
XA-1140042,1300
XA-1166534,1075
XA-1131381,2925
XA-1117741,0
XA-1115100,1410
XA-1227465,2849
XA-1166827,3528
XA-1145467,2290
XA-1259206,959
XA-1153151,970
XA-1261513,1339
XA-1232289,299
XA-1157995,50
XA-1113230,150
XA-1240915,150
XA-1137726,250
XA-1115298,2165
XA-1256591,1189
XA-1190547,250
XA-1222795,1199
XA-1222615,240
XA-1180828,720
XA-1235591,2449
XA-1166907,250
XA-1131543,1890
XA-1107310,50
XA-1228671,3921
XA-1148760,1000
XA-1228623,779
XA-1119401,1554
XA-1190086,1680
XA-1189123,2140
XA-1129152,750
XA-1183275,250
XA-1151834,0
XA-1204212,1150
XA-1189341,0
XA-1236016,299
XA-1207761,190
XA-1139708,1140
XA-1235390,639
XA-1219644,0
XA-1137393,2050
XA-1140800,0
XA-1117548,730
XA-1250351,879
XA-1166910,3428
XA-1206110,825
XA-1107045,250
XA-1190224,1490
XA-1198584,1310
XA-1160344,400
XA-1267602,50
XA-1139338,1900
XA-1230604,0
XA-1208888,50
XA-1112432,870
XA-1198960,350
XA-1117330,1850
XA-1225510,1449
XA-1228527,1000
XA-1236341,1259
XA-1110201,490
XA-1243125,50
XA-1143593,1096
XA-1104624,650
XA-1119176,1975
XA-1149751,2340
XA-1205684,1390
XA-1168032,730
XA-1158299,350
XA-1156438,2180
XA-1162179,1070
XA-1151925,1310
XA-1190139,920
XA-1241028,1699
XA-1152950,1650
XA-1134081,610
XA-1230734,0
XA-1112980,1300
XA-1143047,1490
XA-1148853,1640
XA-1242827,889
XA-1112415,3108
XA-1265625,50
XA-1227887,1008
XA-1187265,4030
XA-1189660,1970
XA-1183365,3520
XA-1126018,1150
XA-1165333,0
XA-1268530,2801
XA-1131487,1810
XA-1172817,150
XA-1242754,1779
XA-1149154,2580
XA-1118930,500
XA-1125381,450
XA-1165054,1700
XA-1206011,380
XA-1237794,1149
XA-1196038,600
XA-1114445,1760
XA-1207752,3098
XA-1139365,1125
XA-1117677,3850
XA-1121078,250
XA-1104940,1390
XA-1259150,1379
XA-1250368,909
XA-1261105,299
XA-1237600,539
XA-1152988,0
XA-1119654,750
XA-1173279,2240
XA-1267375,150
XA-1149552,430
XA-1126694,730
XA-1119331,250
XA-1224931,299
XA-1180879,1240
XA-1151852,0
XA-1107884,250
XA-1169598,1928
XA-1115391,3370
XA-1119452,1440
XA-1187798,730
XA-1232244,449
XA-1140070,1615
XA-1169758,3690
XA-1218484,1940
XA-1107193,1790
XA-1185679,1200
XA-1156428,790
XA-1183144,1140
XA-1196304,2800
XA-1192165,380
XA-1252031,449
XA-1111239,1634
XA-1183371,2765
XA-1252490,2644
XA-1149011,775
XA-1142912,0
XA-1133136,1540
XA-1121161,1510
XA-1115395,1390
XA-1113142,2150
XA-1160345,0
XA-1175638,250
XA-1120914,2560
XA-1140184,610
XA-1191988,250
XA-1227430,1799
XA-1140175,1930
XA-1119659,1430
XA-1165306,250
XA-1120830,500
XA-1256735,4317
XA-1166540,2650
XA-1152072,650
XA-1259768,150
XA-1109246,250
XA-1236240,811
XA-1261286,200
XA-1114644,700
XA-1249995,4529
XA-1121527,670
XA-1228591,9180
XA-1199949,3050
XA-1125524,1150
XA-1226173,150
XA-1232587,1499
XA-1228754,1419
XA-1177878,1060
XA-1195104,250
XA-1157916,2050
XA-1157926,2570
XA-1137077,250
XA-1145380,2790
XA-1222732,150
XA-1169352,1900
XA-1196502,610
XA-1161942,1000
XA-1232521,599
XA-1218254,570
XA-1204052,50
XA-1265455,2039
XA-1247287,1049
XA-1162226,508
XA-1234283,749
XA-1261486,3459
XA-1109249,550
XA-1216545,3240
XA-1175272,150
XA-1173033,250
XA-1252773,1339
XA-1235941,1614
XA-1153212,2540
XA-1178003,150
XA-1134205,150
XA-1221285,500
XA-1119270,2022
XA-1107607,400
XA-1151904,0
XA-1131323,670
XA-1222784,769
XA-1141097,820
XA-1218051,0
XA-1216769,2050
XA-1225692,1149
XA-1248116,879
XA-1262955,2823
XA-1158552,2370
XA-1189666,0
XA-1248500,1769
XA-1252788,659
XA-1191687,1226
XA-1227851,1929
XA-1196183,4000
XA-1158092,920
XA-1110224,1180
XA-1140221,250
XA-1234047,299
XA-1265775,299
XA-1152596,1390
XA-1222811,1699
XA-1151312,2005
XA-1241367,2439
XA-1167986,960
XA-1236049,2429
XA-1228924,499
XA-1114654,800
XA-1265174,539
XA-1251456,299
XA-1264932,824
XA-1242766,2114
XA-1173159,550
XA-1110419,0
XA-1151919,1670
XA-1156462,0
XA-1265570,869
XA-1224775,399
XA-1218224,1300
XA-1185869,50
XA-1224884,1049
XA-1161915,330
XA-1131290,1550
XA-1265419,1349
XA-1106863,540
XA-1166610,6000
XA-1236039,0
XA-1140822,1150
XA-1149145,900
XA-1228467,1000
XA-1112969,1540
XA-1121010,250
XA-1149505,250
XA-1119110,718
XA-1145399,0
XA-1145083,2290
XA-1160028,2680
XA-1248412,1369
XA-1149479,580
XA-1125920,1340
XA-1256496,2639
XA-1234010,459
XA-1247929,1659
XA-1232582,719
XA-1115636,2500
XA-1176184,2780
XA-1112445,2950
XA-1131563,500
XA-1222563,1157
XA-1227462,649
XA-1142750,250
XA-1162302,500
XA-1232259,849
XA-1151502,2630
XA-1152962,3080
XA-1265735,150
XA-1143488,0
XA-1218053,4350
XA-1259127,1299
XA-1243051,1300
XA-1169381,250
XA-1252013,599
XA-1225214,1409
XA-1187587,740
XA-1125299,460
XA-1164619,1450
XA-1199141,250
XA-1109468,1260
XA-1248349,1289
XA-1162037,2370
XA-1122593,250
XA-1152587,550
XA-1198380,1740
XA-1218661,4010
XA-1216825,0
XA-1134213,640
XA-1196474,2050
XA-1189577,1296
XA-1125997,670
XA-1139552,2180
XA-1238504,2250
XA-1172688,250
XA-1240900,3699
XA-1109545,2080
XA-1145674,1740
XA-1117746,840
XA-1121433,350
XA-1242965,150
XA-1142901,1425
XA-1125921,430
XA-1156225,2465
XA-1252560,1589
XA-1187845,2200
XA-1195437,2600
XA-1142987,910
XA-1208713,1000
XA-1179118,1278
XA-1131680,940
XA-1185751,400
XA-1133068,600
XA-1265244,1719
XA-1109592,50
XA-1139923,490
XA-1151733,2400
XA-1173091,2550
XA-1251944,500
XA-1155704,270
XA-1198499,2050
XA-1267950,2059
XA-1115002,50
XA-1173011,250
XA-1217965,50
XA-1189412,1220
XA-1140138,1330
XA-1204054,0
XA-1120799,3665
XA-1185844,250
XA-1152150,2860
XA-1152876,50
XA-1216595,880
XA-1187347,950
XA-1256138,150
XA-1189390,1028
XA-1234057,689
XA-1105102,800
XA-1238469,50
XA-1222550,299
XA-1234088,0
XA-1131235,2810
XA-1183292,500
XA-1120785,3610
XA-1121178,1220
XA-1248215,2439
XA-1256202,1879
XA-1259420,1284
XA-1134148,250
XA-1189066,760
XA-1115036,2890
XA-1247348,6119
XA-1149561,1800
XA-1209025,1350
XA-1162142,3040
XA-1110364,1000
XA-1205964,590
XA-1180808,600
XA-1205643,1455
XA-1137664,500
XA-1120951,310
XA-1230509,1069
XA-1109239,1740
XA-1202254,250
XA-1143324,944
XA-1112592,1840
XA-1125914,250
XA-1190568,1825
XA-1142801,1290
XA-1151523,310
XA-1259199,449
XA-1232222,779
XA-1195882,1290
XA-1222631,749
XA-1151855,850
XA-1252690,2010
XA-1110261,250
XA-1134176,720
XA-1110428,1450
XA-1190028,3540
XA-1264918,1649
XA-1199973,0
XA-1131384,2100
XA-1232286,1149
XA-1261421,1199
XA-1139646,846
XA-1196360,2180
XA-1185316,3710
XA-1156444,630
XA-1162053,1110
XA-1264940,3089
XA-1169667,610
XA-1128190,1020
XA-1221373,940
XA-1112987,500
XA-1152592,930
XA-1265596,299
XA-1206114,1080
XA-1218139,990
XA-1164620,3710
XA-1252835,1000
XA-1247931,1264
XA-1113192,490
XA-1249790,500
XA-1117843,250
XA-1172190,2070
XA-1140623,500
XA-1117673,520
XA-1126101,1805
XA-1145429,2205
XA-1131234,665
XA-1268649,1829
XA-1265621,1049
XA-1252273,559
XA-1149525,3180
XA-1202044,1988
XA-1143653,2555
XA-1148802,1090
XA-1230303,2089
XA-1125876,885
XA-1118959,250
XA-1106945,250
XA-1117207,2230
XA-1137699,1150
XA-1228360,1550
XA-1143458,1565
XA-1238822,299
XA-1160361,570
XA-1175257,350
XA-1180976,1870
XA-1252683,1209
XA-1237223,3284
XA-1232018,1289
XA-1115343,490
XA-1110947,2415
XA-1196182,4900
XA-1193723,1360
XA-1110884,2070
XA-1141045,1600
XA-1216480,780
XA-1118972,250
XA-1232516,2249
XA-1117426,1310
XA-1069511,1106
XA-1127455,490
XA-1077121,2200
XA-1128904,2734
XA-1061422,2750
XA-1127959,1150
XA-1242367,1253
XA-1072916,250
XA-1241775,3709
XA-1080706,150
XA-1071105,2310
XA-1234769,299
XA-1246000,150
XA-1103747,2870
XA-1077703,1390
XA-1260173,1241
XA-1136602,2230
XA-1099999,0
XA-1233276,4099
XA-1072859,600
XA-1067835,790
XA-1239523,1124
XA-1103352,250
XA-1264068,299
XA-1065351,900
XA-1096005,4250
XA-1075345,550
XA-1269595,1967
XA-1231275,400
XA-1081895,1750
XA-1133798,2675
XA-1081845,1210
XA-1130896,540
XA-1130626,250
XA-1245774,1339
XA-1128031,1460
XA-1254534,1754
XA-1230015,299
XA-1094138,400
XA-1080008,250
XA-1239778,299
XA-1137896,1515
XA-1247086,2650
XA-1243862,2409
XA-1254555,50
XA-1111374,1780
XA-1124985,1300
XA-1254441,2169
XA-1125113,650
XA-1235114,1609
XA-1244053,1399
XA-1085162,1450
XA-1158842,1615
XA-1241781,2259
XA-1111280,2846
XA-1136499,710
XA-1079704,412
XA-1096160,610
XA-1254205,1799
XA-1266703,2529
XA-1128398,2340
XA-1108510,1150
XA-1064109,1320
XA-1082118,1030
XA-1097002,2230
XA-1103259,2980
XA-1127912,850
XA-1123174,0
XA-1137910,0
XA-1080676,650
XA-1090349,970
XA-1106721,2050
XA-1133737,2615
XA-1103068,550
XA-1127835,2840
XA-1077181,1000
XA-1098530,1315
XA-1088440,1070
XA-1244060,1719
XA-1266558,4019
XA-1065329,1350
XA-1108205,1015
XA-1266876,1089
XA-1253185,50
XA-1094462,200
XA-1130236,1601
XA-1229987,150
XA-1130611,250
XA-1077612,1230
XA-1077369,150
XA-1107340,2050
XA-1097042,550
XA-1108035,1150
XA-1094416,200
XA-1254822,1839
XA-1103036,1010
XA-1158774,2190
XA-1263905,50
XA-1253030,3009
XA-1264582,500
XA-1098988,680
XA-1263837,1399
XA-1242494,889
XA-1266593,909
XA-1262675,150
XA-1071005,1250
XA-1080060,0
XA-1072337,310
XA-1130686,50
XA-1080301,640
XA-1065031,1630
XA-1132468,1010
XA-1096219,1500
XA-1108100,760
XA-1107683,925
XA-1246944,2589
XA-1094434,960
XA-1226525,2314
XA-1064508,2180
XA-1103673,1010
XA-1082690,350
XA-1082281,900
XA-1237249,50
XA-1103046,1830
XA-1133859,150
XA-1232777,1699
XA-1253059,659
XA-1088120,2130
XA-1107685,370
XA-1108072,2490
XA-1229936,0
XA-1064625,2050
XA-1077161,1920
XA-1073190,1550
XA-1138750,1050
XA-1072972,250
XA-1141273,250
XA-1096982,2740
XA-1102888,1090
XA-1082990,1750
XA-1230832,2064
XA-1136385,2250
XA-1065314,1050
XA-1079663,150
XA-1077530,250
XA-1096943,1420
XA-1263852,1673
XA-1091865,400
XA-1130279,2160
XA-1065112,390
XA-1085567,1490
XA-1254258,299
XA-1080423,454
XA-1098687,490
XA-1130797,2860
XA-1093652,1390
XA-1257145,1259
XA-1260098,869
XA-1266582,0
XA-1229419,1201
XA-1260180,2500
XA-1128867,890
XA-1069558,400
XA-1249567,1799
XA-1245572,1104
XA-1088139,800
XA-1227157,299
XA-1094915,50
XA-1096997,800
XA-1061194,1150
XA-1095883,490
XA-1130817,1240
XA-1064667,1000
XA-1258851,2409
XA-1239828,639
XA-1125001,0
XA-1269194,500
XA-1079736,2046
XA-1133475,725
XA-1254412,2050
XA-1075442,960
XA-1230008,1349
XA-1072439,250
XA-1079622,710
XA-1136481,820
XA-1142382,2460
XA-1225242,1099
XA-1061117,2840
XA-1264438,50
XA-1085605,1580
XA-1064594,1200
XA-1069148,3960
XA-1080326,1420
XA-1090153,1280
XA-1244047,359
XA-1098966,1675
XA-1263901,1324
XA-1137273,250
XA-1077159,400
XA-1085512,150
XA-1234629,150
XA-1133586,1110
XA-1258131,821
XA-1229140,0
XA-1071219,200
XA-1269407,2007
XA-1102981,150
XA-1130141,310
XA-1077566,1588
XA-1266412,864
XA-1098823,568
XA-1229129,709
XA-1099924,50
XA-1133843,935
XA-1097501,900
XA-1082037,490
XA-1246461,1799
XA-1082963,2640
XA-1088014,1870
XA-1232974,400
XA-1072746,150
XA-1142311,0
XA-1065323,1210
XA-1133481,1150
XA-1229884,679
XA-1080232,2200
XA-1263937,703
XA-1260881,449
XA-1097483,1700
XA-1103699,3150
XA-1242239,299
XA-1090684,1265
XA-1242390,500
XA-1094363,1270
XA-1136168,2930
XA-1254460,2249
XA-1107107,1250
XA-1227768,1549
XA-1082389,150
XA-1075238,730
XA-1097026,1090
XA-1133554,3160
XA-1103436,210
XA-1227218,399
XA-1080795,2460
XA-1067553,2420
XA-1069125,0
XA-1077810,200
XA-1269502,1499
XA-1067981,2510
XA-1103366,1640
XA-1077506,1250
XA-1132315,1365
XA-1233298,0
XA-1100174,1000
XA-1069155,1160
XA-1264597,1383
XA-1069555,400
XA-1075243,1150
XA-1229933,0
XA-1094888,250
XA-1231337,1199
XA-1228010,539
XA-1090158,1060
XA-1260750,1514
XA-1137400,3630
XA-1070847,50
XA-1263880,539
XA-1061198,50
XA-1072252,1430
XA-1077587,1560
XA-1257170,399
XA-1096194,1960
XA-1101471,0
XA-1102551,3000
XA-1257333,1199
XA-1069762,250
XA-1079634,1851
XA-1128039,1620
XA-1246492,0
XA-1264252,1074
XA-1142478,350
XA-1231333,0
XA-1061428,250
XA-1257497,1409
XA-1228044,2260
XA-1080528,2350
XA-1075590,200
XA-1257950,150
XA-1242408,0
XA-1246006,1311
XA-1080071,2040
XA-1087966,2480
XA-1090129,1450
XA-1130496,160
XA-1123106,2010
XA-1131002,1750
XA-1260517,1577
XA-1082552,1730
XA-1231489,2051
XA-1269267,2179
XA-1065429,2710
XA-1245812,1289
XA-1095982,1310
XA-1094546,2001
XA-1239490,299
XA-1080455,250
XA-1225167,4599
XA-1088175,400
XA-1262405,779
XA-1136196,2750
XA-1262412,709
XA-1082528,1160
XA-1257785,150
XA-1073043,1300
XA-1263888,974
XA-1128371,1900
XA-1260349,500
XA-1229964,2129
XA-1239699,150
XA-1254639,250
XA-1266939,3255
XA-1094370,0
XA-1103562,1950
XA-1067686,1980
XA-1245842,2637
XA-1094719,1610
XA-1069657,750
XA-1090580,1500
XA-1127891,50
XA-1254275,1769
XA-1085617,665
XA-1260602,1909
XA-1158719,2350
XA-1231194,2854
XA-1079644,990
XA-1262648,0
XA-1094401,2365
XA-1090617,0
XA-1124976,250
XA-1245340,0
XA-1130664,1630
XA-1267285,1500
XA-1085205,1870
XA-1128661,2370
XA-1089535,400
XA-1137488,630
XA-1124187,2740
XA-1077191,0
XA-1069610,3000
XA-1061142,850
XA-1137478,500
XA-1085342,1320
XA-1254187,400
XA-1269330,1407
XA-1235197,659
XA-1227943,399
XA-1080567,400
XA-1077350,720
XA-1125076,3150
XA-1269142,1500
XA-1085249,2630
XA-1227231,150
XA-1094759,250
XA-1249857,1659
XA-1130475,250
XA-1090387,1460
XA-1258756,150
XA-1254510,2109
XA-1065130,150
XA-1064472,500
XA-1235113,2119
XA-1077246,1710
XA-1069587,2240
XA-1101412,250
XA-1124173,550
XA-1107767,1265
XA-1093884,2260
XA-1071161,150
XA-1096156,1000
XA-1249911,449
XA-1107812,685
XA-1064600,1010
XA-1123254,1850
XA-1095742,730
XA-1231503,779
XA-1077606,150
XA-1260237,400
XA-1260753,539
XA-1096187,1120
XA-1269339,299
XA-1064043,500
XA-1070940,550
XA-1246004,959
XA-1070997,1225
XA-1064686,2512
XA-1071056,2220
XA-1257237,949
XA-1100018,250
XA-1264034,1199
XA-1082388,0
XA-1229392,1959
XA-1100057,50
XA-1231428,819
XA-1097490,3625
XA-1099979,910
XA-1246644,50
XA-1097358,2140
XA-1136424,1000
XA-1098521,910
XA-1137693,910
XA-1107071,710
XA-1069525,1671
XA-1107930,2290
XA-1136555,2965
XA-1127895,0
XA-1123467,2630
XA-1075456,0
XA-1073000,2030
XA-1239827,6753
XA-1136740,1150
XA-1097284,1310
XA-1229382,150
XA-1091866,610
XA-1097085,460
XA-1069459,1650
XA-1253106,1014
XA-1263869,2339
XA-1073030,200
XA-1249955,400
XA-1266624,1109
XA-1080745,1100
XA-1069681,1650
XA-1073017,460
XA-1123095,2560
XA-1080056,1030
XA-1095922,850
XA-1085179,2200
XA-1098653,1000
XA-1245448,150
XA-1229121,1799
XA-1263896,1749
XA-1094358,1930
XA-1249644,299
XA-1064198,1300
XA-1067546,810
XA-1138125,4550
XA-1260599,2079
XA-1245968,0
XA-1244107,50
XA-1095964,2100
XA-1060688,610
XA-1085147,1470
XA-1137379,1920
XA-1072688,2100
XA-1254833,1689
XA-1080045,2140
XA-1061184,610
XA-1136347,0
XA-1136670,1330
XA-1067418,2050
XA-1088063,1145
XA-1094666,1370
XA-1242256,1859
XA-1237998,1239
XA-1260820,2319
XA-1064683,1000
XA-1090198,400
XA-1094643,454
XA-1064543,2010
XA-1064745,0
XA-1128774,1050
XA-1072588,250
XA-1088066,2240
XA-1136497,2800
XA-1065173,2360
XA-1257901,649
XA-1253050,967
XA-1267352,849
XA-1229726,849
XA-1061095,1190
XA-1138425,1930
XA-1067610,250
XA-1100070,150
XA-1089550,985
XA-1082042,0
XA-1098776,1900
XA-1260537,1429
XA-1124167,1830
XA-1097431,1738
XA-1079845,925
XA-1266719,1099
XA-1100098,800
XA-1237227,2219
XA-1137975,1505
XA-1064678,500
XA-1257351,1199
XA-1080005,500
XA-1138056,0
XA-1141269,1200
XA-1239275,659
XA-1064777,650
XA-1262342,50
XA-1102929,2250
XA-1245983,299
XA-1082696,400
XA-1060744,800
XA-1070867,250
XA-1136725,2370
XA-1060930,250
XA-1231010,1900
XA-1266527,0
XA-1227105,150
XA-1067471,970
XA-1090386,1424
XA-1090305,2035
XA-1246942,2399
XA-1245317,150
XA-1082604,2226
XA-1142139,0
XA-1067680,1390
XA-1072897,150
XA-1263887,50
XA-1243890,2009
XA-1090532,1510
XA-1072820,910
XA-1235030,1799
XA-1077657,1150
XA-1260186,1099
XA-1080522,250
XA-1249559,549
XA-1071120,250
XA-1103319,550
XA-1133287,2680
XA-1264531,150
XA-1080721,2112
XA-1097006,320
XA-1254283,2959
XA-1068030,2560
XA-1260333,3875
XA-1111318,620
XA-1136541,2200
XA-1072344,1510
XA-1136842,3230
XA-1065332,50
XA-1061037,2470
XA-1228135,299
XA-1064484,840
XA-1082855,2000
XA-1064687,1000
XA-1233053,899
XA-1232820,600
XA-1064677,1710
XA-1107067,50
XA-1137947,250
XA-1257172,1449
XA-1133905,1266
XA-1123288,660
XA-1239353,689
XA-1069648,1510
XA-1136339,1750
XA-1263664,1568
XA-1266879,50
XA-1090351,790
XA-1102968,3070
XA-1090693,550
XA-1136393,3315
XA-1079710,1255
XA-1072809,820
XA-1103231,1240
XA-1064631,2490
XA-1097428,1100
XA-1094641,1595
XA-1246044,0
XA-1136240,2520
XA-1226554,1689
XA-1260452,2500
XA-1108051,50
XA-1229118,749
XA-1232883,0
XA-1260396,250
XA-1136738,985
XA-1239422,689
XA-1091868,3300
XA-1099947,1218
XA-1094746,1605
XA-1060878,2890
XA-1225319,1254
XA-1072815,1000
XA-1079537,1560
XA-1088458,250
XA-1064516,500
XA-1099920,1865
XA-1226925,399
XA-1094421,490
XA-1130461,1810
XA-1232627,1689
XA-1090625,150
XA-1142573,1870
XA-1077712,2860
XA-1079961,2250
XA-1070981,770
XA-1137973,1040
XA-1103801,2150
XA-1064751,1030
XA-1266308,809
XA-1072333,1010
XA-1127418,1000
XA-1264182,770
XA-1077746,1050
XA-1068066,590
